date,Region_1_Store_1,Region_1_Store_10,Region_1_Store_11,Region_1_Store_12,Region_1_Store_13,Region_1_Store_14,Region_1_Store_15,Region_1_Store_16,Region_1_Store_17,Region_1_Store_18,Region_1_Store_19,Region_1_Store_2,Region_1_Store_20,Region_1_Store_3,Region_1_Store_4,Region_1_Store_5,Region_1_Store_6,Region_1_Store_7,Region_1_Store_8,Region_1_Store_9,Region_2_Store_1,Region_2_Store_10,Region_2_Store_11,Region_2_Store_12,Region_2_Store_13,Region_2_Store_14,Region_2_Store_15,Region_2_Store_16,Region_2_Store_17,Region_2_Store_18,Region_2_Store_19,Region_2_Store_2,Region_2_Store_20,Region_2_Store_3,Region_2_Store_4,Region_2_Store_5,Region_2_Store_6,Region_2_Store_7,Region_2_Store_8,Region_2_Store_9,Region_3_Store_1,Region_3_Store_10,Region_3_Store_11,Region_3_Store_12,Region_3_Store_13,Region_3_Store_14,Region_3_Store_15,Region_3_Store_16,Region_3_Store_17,Region_3_Store_18,Region_3_Store_19,Region_3_Store_2,Region_3_Store_20,Region_3_Store_3,Region_3_Store_4,Region_3_Store_5,Region_3_Store_6,Region_3_Store_7,Region_3_Store_8,Region_3_Store_9,Region_4_Store_1,Region_4_Store_10,Region_4_Store_11,Region_4_Store_12,Region_4_Store_13,Region_4_Store_14,Region_4_Store_15,Region_4_Store_16,Region_4_Store_17,Region_4_Store_18,Region_4_Store_19,Region_4_Store_2,Region_4_Store_20,Region_4_Store_3,Region_4_Store_4,Region_4_Store_5,Region_4_Store_6,Region_4_Store_7,Region_4_Store_8,Region_4_Store_9,Region_5_Store_1,Region_5_Store_10,Region_5_Store_11,Region_5_Store_12,Region_5_Store_13,Region_5_Store_14,Region_5_Store_15,Region_5_Store_16,Region_5_Store_17,Region_5_Store_18,Region_5_Store_19,Region_5_Store_2,Region_5_Store_20,Region_5_Store_3,Region_5_Store_4,Region_5_Store_5,Region_5_Store_6,Region_5_Store_7,Region_5_Store_8,Region_5_Store_9
2018-01-11,186.6,306.38,266.34,296.32,108.38,95.99,263.05,282.27,252.04,88.87,209.56,291.52,217.4,123.29,290.23,312.3,170.19,60.57,301.49,249.61,223.81,295.03,306.26,218.99,76.24,264.92,78.22,159.99,306.93,203.56,195.56,243.89,298.87,85.79,97.31,327.52,262.57,119.58,288.81,255.42,252.6,301.05,81.11,285.66,161.68,124.44,321.83,144.1,264.13,118.32,206.95,129.19,150.82,254.41,101.34,174.54,231.6,176.82,108.69,319.84,123.4,85.95,24.9,100.36,243.87,188.69,269.26,263.83,138.13,136.24,274.29,172.79,209.26,283.76,319.83,160.62,278.95,252.97,325.45,244.68,275.41,191.16,288.2,258.62,296.33,148.5,262.76,100.11,106.85,80.82,240.97,82.52,152.91,145.82,127.71,306.89,328.97,206.08,153.22,326.81
2018-01-12,153.82,301.14,251.96,284.26,68.11,105.78,314.51,270.2,293.59,72.38,191.97,282.9,323.29,99.64,272.62,297.1,166.14,97.31,312.06,223.02,259.0,309.11,288.12,212.05,79.26,271.66,145.74,155.16,300.26,189.8,181.13,257.02,269.47,68.18,103.07,334.59,254.09,106.29,220.58,254.54,305.52,311.07,73.06,296.6,141.23,110.21,306.89,150.05,245.24,145.9,179.21,123.21,111.26,245.73,56.53,169.6,166.66,180.45,100.97,306.27,131.67,123.67,25.98,160.06,251.2,186.66,259.09,254.96,142.72,106.03,270.11,173.55,224.46,305.38,294.27,170.19,263.72,261.48,321.55,259.11,313.23,169.38,294.84,280.64,294.96,144.41,266.51,94.27,96.46,129.14,230.14,82.37,146.63,121.96,126.82,304.43,311.2,203.13,153.75,287.44
2018-01-13,141.75,310.2,255.4,283.77,88.01,113.77,307.7,283.27,247.23,68.6,206.53,246.87,284.58,85.66,270.7,305.53,164.55,68.51,329.29,259.55,214.15,275.85,295.31,232.7,85.15,259.02,76.52,162.77,292.1,226.09,177.16,188.66,288.85,84.42,73.75,320.11,259.78,109.02,251.74,261.1,260.55,318.1,77.69,289.77,140.51,159.31,298.68,151.35,234.65,129.98,155.6,126.88,96.77,251.04,80.79,155.38,209.86,164.41,99.83,285.67,115.23,114.15,71.95,177.03,250.53,194.85,251.21,259.71,141.75,98.01,266.08,176.93,222.71,297.24,331.83,160.49,230.77,269.14,315.81,260.87,289.17,165.96,285.12,240.68,282.76,182.44,289.45,80.63,106.52,94.91,248.61,79.09,98.74,108.73,148.51,294.47,341.61,210.96,167.02,347.99
2018-01-14,199.95,312.57,270.29,296.93,80.21,132.27,308.99,283.11,322.92,57.83,219.48,287.11,253.2,92.47,310.47,296.55,167.51,67.31,311.58,245.23,246.97,295.44,283.22,217.19,108.53,291.66,93.98,153.92,295.78,188.19,190.91,218.89,272.32,88.13,80.32,328.3,256.42,132.49,256.13,251.52,266.4,335.65,100.93,289.38,127.92,97.34,308.26,149.87,256.79,100.13,161.38,123.19,118.85,298.94,98.71,191.91,214.12,194.59,115.89,304.29,119.84,122.65,81.54,162.16,256.63,192.35,254.19,243.03,132.67,100.16,258.62,178.84,195.5,316.27,321.01,143.17,224.49,202.63,296.44,248.5,299.34,162.07,286.67,279.99,294.53,165.13,270.18,93.42,105.61,130.5,268.01,76.67,144.01,138.34,138.68,285.09,283.44,219.47,148.43,316.02
2018-01-15,112.5,315.17,266.35,301.19,87.0,94.32,302.63,297.73,314.94,100.19,234.88,244.86,234.68,74.96,343.09,301.62,164.99,95.04,318.1,219.85,242.5,287.31,311.13,213.06,90.48,282.21,189.2,164.3,296.03,212.15,188.71,235.2,243.06,72.1,109.56,301.66,264.8,113.36,239.78,248.73,279.21,308.24,78.93,290.74,154.53,173.61,308.74,148.99,259.19,97.34,167.42,122.93,80.11,307.05,99.91,172.44,203.25,177.72,103.84,292.19,130.81,98.6,86.99,123.78,250.97,179.63,269.87,229.41,146.75,87.38,280.75,196.87,228.21,338.03,276.06,162.4,283.41,266.08,318.02,251.73,285.95,181.57,285.02,254.04,292.76,249.57,322.7,97.34,93.65,56.23,245.73,86.51,143.77,114.88,110.99,359.8,298.58,194.9,165.65,337.99
2018-01-16,190.14,325.89,280.34,325.86,104.25,129.43,340.17,288.86,323.4,76.47,241.15,274.22,256.99,111.63,275.7,328.77,177.12,109.4,293.47,247.65,249.74,345.19,283.81,213.24,118.64,252.9,119.55,109.24,293.63,202.89,192.87,285.4,286.5,76.73,99.96,310.59,261.79,115.77,257.42,267.06,288.27,305.47,94.36,293.17,122.5,116.32,311.9,150.42,224.64,134.5,173.81,137.4,134.83,290.71,86.33,150.88,205.63,202.11,115.89,314.91,135.62,110.71,91.23,167.2,250.76,213.68,270.08,226.5,143.74,123.91,282.39,190.52,194.73,296.86,317.45,168.91,287.28,275.73,323.41,265.45,285.71,185.17,291.34,283.42,301.41,187.23,280.06,111.8,119.87,117.88,250.73,75.8,114.4,129.45,161.7,337.8,247.02,186.46,157.31,280.92
2018-01-17,183.61,312.76,273.23,322.22,81.59,112.56,325.76,291.68,289.55,117.73,212.54,298.47,265.49,117.84,275.59,331.6,167.07,102.72,311.94,261.23,228.79,318.24,317.07,204.68,108.39,262.38,149.13,114.95,306.86,205.14,186.9,291.05,304.96,74.13,90.34,344.21,266.1,130.87,270.66,274.19,276.62,326.22,131.03,301.08,151.74,154.52,321.26,165.16,244.83,138.99,193.31,136.37,92.67,290.57,69.4,183.2,236.16,198.3,102.02,334.94,112.82,98.27,78.09,174.19,247.24,204.78,265.1,225.83,146.83,116.76,277.7,186.89,200.95,324.08,380.68,192.69,268.37,233.99,321.11,266.34,325.43,191.01,303.19,287.12,291.3,209.77,255.3,98.63,106.82,130.8,245.03,80.85,95.24,150.43,161.5,340.71,283.83,212.22,170.6,302.43
2018-01-18,137.51,326.05,265.21,319.92,98.14,105.21,288.17,298.01,291.06,86.36,198.46,297.89,273.02,92.23,312.06,287.33,166.2,97.17,299.77,246.12,226.89,278.14,302.63,241.31,131.62,276.19,123.04,111.43,313.96,219.64,185.08,197.35,287.04,89.2,103.82,330.27,256.71,123.85,257.37,262.93,271.81,312.48,104.23,299.68,140.21,131.7,305.92,166.04,249.52,103.63,178.73,133.48,55.75,264.37,64.89,165.99,214.74,185.7,103.67,270.5,118.33,79.53,87.24,153.65,251.17,192.78,272.44,272.22,138.96,118.21,278.13,184.11,250.03,318.67,269.06,175.0,245.37,240.66,329.0,254.71,298.56,186.26,294.68,302.77,288.14,231.71,287.32,100.03,98.29,111.4,262.48,107.95,151.58,108.47,110.93,311.56,299.34,187.12,166.51,319.61
2018-01-19,185.59,303.96,259.94,295.92,92.95,97.35,284.64,273.89,244.83,131.43,205.72,267.84,298.28,87.96,275.37,320.05,179.61,93.5,315.27,243.05,216.2,318.59,316.89,236.46,88.76,257.43,147.95,100.64,288.75,193.56,185.65,219.01,234.73,78.14,82.57,309.85,255.33,135.43,339.42,267.18,289.79,339.8,116.67,307.26,157.83,151.79,306.38,152.84,262.07,113.94,118.44,130.98,97.65,222.31,57.59,185.92,239.92,178.16,97.98,332.74,107.3,113.99,100.17,180.56,249.41,194.31,272.06,211.09,124.51,88.76,274.73,175.41,209.83,311.69,307.4,188.53,234.49,223.07,306.57,262.41,289.92,171.6,299.04,249.31,285.09,164.24,333.05,105.34,108.0,121.11,209.64,82.24,114.33,110.71,88.83,287.51,281.52,193.38,172.92,311.7
2018-01-20,165.66,300.85,288.76,311.94,77.63,99.14,275.38,262.97,306.19,149.13,188.75,272.01,241.55,98.48,307.77,327.42,164.03,94.29,314.34,225.5,237.18,339.32,280.12,218.53,101.72,255.36,132.56,89.6,310.13,196.07,173.31,229.93,279.54,100.23,92.16,307.11,257.21,88.35,279.29,253.99,321.83,322.11,92.09,305.53,144.08,172.64,306.39,143.81,231.49,137.3,170.66,131.37,89.46,280.17,72.67,185.38,257.46,185.56,109.5,271.19,106.71,131.48,59.27,132.13,247.65,187.83,266.78,273.43,143.7,116.85,264.32,176.75,207.99,342.08,236.27,180.63,251.74,247.95,327.88,218.89,335.2,158.92,279.63,275.04,296.19,166.6,274.58,95.48,98.12,143.65,220.08,87.44,107.4,153.26,73.74,221.28,256.42,229.46,152.53,287.87
2018-01-21,149.35,296.94,282.49,315.4,93.5,118.7,310.83,280.98,289.58,146.28,206.3,270.85,271.52,87.56,298.34,331.1,171.57,96.92,328.82,255.53,205.35,286.69,288.22,245.49,117.02,291.87,88.67,91.95,309.81,203.09,190.89,240.69,289.24,61.37,84.64,313.75,263.39,109.15,321.86,271.97,260.41,312.52,84.99,290.43,150.21,125.31,314.66,158.21,249.43,151.99,139.71,122.32,172.87,285.71,56.95,185.04,232.06,195.79,107.09,287.07,113.86,108.25,79.97,150.85,244.99,190.11,264.62,260.98,134.78,110.26,277.88,185.62,250.06,311.49,310.51,173.89,280.18,251.28,307.96,266.06,311.58,171.75,276.67,246.11,296.89,192.38,228.62,97.74,103.52,110.25,212.68,71.26,92.13,91.33,139.26,347.21,297.58,176.63,158.73,280.14
2018-01-22,135.68,310.49,296.37,302.23,86.72,111.46,278.13,269.12,299.28,185.19,208.42,284.21,224.75,98.32,293.09,319.84,180.7,85.0,273.17,240.32,229.72,305.47,292.04,224.52,110.91,279.26,65.34,95.22,306.78,191.67,194.04,235.48,267.34,72.95,108.17,312.33,265.17,101.32,312.11,249.97,239.09,316.8,124.08,292.05,141.51,100.69,317.54,145.29,284.85,128.51,149.47,129.36,173.29,263.78,93.49,169.52,263.77,197.31,114.06,364.97,127.63,104.01,57.71,189.04,262.87,194.92,280.34,301.02,144.48,134.33,261.59,174.96,221.74,281.86,320.21,168.76,323.59,250.68,315.58,277.02,293.65,183.26,289.64,244.19,312.81,188.37,256.78,91.86,87.47,144.79,283.35,82.1,103.46,142.24,152.85,378.96,267.53,208.61,155.75,323.67
2018-01-23,180.19,314.37,287.17,313.78,126.59,130.6,332.08,311.76,336.16,155.92,230.69,289.89,253.25,140.42,306.53,300.5,164.88,109.51,301.51,220.4,258.52,320.61,286.73,237.29,101.75,301.13,83.82,110.04,311.07,216.27,197.17,209.24,198.18,86.94,91.39,322.13,281.21,138.84,257.41,302.29,268.58,323.1,67.7,294.41,155.75,85.24,324.32,151.15,263.31,132.23,183.47,146.6,96.37,257.22,88.06,178.75,210.95,199.07,111.45,306.58,132.92,102.04,101.63,150.37,264.69,194.16,281.87,200.44,149.61,126.05,267.98,190.97,216.49,334.19,295.18,174.06,270.34,230.84,316.12,262.78,316.95,178.04,302.08,271.44,311.35,196.22,293.76,101.35,109.71,144.33,246.23,88.23,124.2,130.65,124.76,281.18,309.6,224.27,172.68,287.54
2018-01-24,151.97,322.96,277.53,325.27,115.96,102.88,339.12,303.13,270.7,159.55,182.41,304.08,276.38,100.79,306.71,327.02,183.44,82.87,333.27,250.34,245.69,278.15,332.84,214.27,97.74,266.64,106.98,97.71,307.12,236.63,188.2,209.35,270.72,95.46,74.68,380.18,259.95,108.53,277.5,308.04,284.61,302.04,115.46,304.37,155.58,115.11,314.27,167.17,265.5,124.06,129.81,145.93,127.25,253.26,88.38,185.21,232.68,193.0,101.11,339.19,112.79,138.05,45.26,153.85,266.2,192.67,273.39,274.78,153.84,121.3,275.6,186.87,203.78,356.73,289.69,172.15,279.65,285.74,329.99,293.69,287.79,176.34,298.54,294.05,298.76,181.24,234.11,106.82,118.72,109.22,273.89,71.21,141.62,142.32,134.81,264.17,301.45,192.17,174.1,321.87
2018-01-25,133.98,318.64,295.14,311.39,99.97,129.26,284.29,307.76,282.29,198.35,204.87,279.81,282.73,96.52,293.47,302.23,178.7,116.96,288.2,269.66,248.93,261.17,288.05,259.96,70.98,268.2,134.91,108.59,306.74,190.05,197.86,192.4,246.39,92.62,94.38,308.37,267.34,126.47,262.12,297.56,233.58,324.24,122.2,293.58,152.72,157.26,328.34,145.49,260.54,157.85,196.65,148.81,108.72,289.92,42.47,192.04,260.36,200.6,115.0,345.28,123.34,195.89,53.66,137.02,253.26,196.88,278.41,239.42,140.38,132.21,279.93,203.71,231.17,318.37,296.01,194.48,298.67,234.46,325.25,255.88,302.23,175.01,286.14,266.49,308.06,191.81,328.15,98.04,111.91,60.31,243.19,113.11,132.7,130.14,145.52,340.08,323.85,218.88,159.77,262.17
2018-01-26,153.93,304.56,275.8,309.34,90.0,121.09,296.84,282.89,291.46,172.4,200.96,292.3,239.01,87.5,258.69,306.09,179.68,107.06,319.01,243.74,208.9,298.22,280.69,227.76,95.52,267.35,143.31,106.37,298.23,190.09,184.63,175.66,275.39,82.77,88.17,284.74,247.55,101.97,265.73,305.12,283.79,313.26,58.88,288.8,149.67,155.45,310.53,144.33,270.95,136.46,175.37,137.89,177.28,283.67,78.66,160.46,220.8,172.66,109.66,333.34,113.16,192.54,67.07,143.15,252.75,202.49,271.64,305.53,139.25,114.63,274.73,184.81,248.61,344.2,256.38,162.15,264.46,258.9,329.55,265.57,291.52,184.39,287.37,264.96,299.25,157.87,268.4,101.82,108.93,122.22,254.85,93.39,110.9,104.57,136.03,370.03,329.2,240.47,139.65,337.51
2018-01-27,149.1,307.86,276.38,329.32,98.91,88.03,299.32,285.32,252.36,198.21,230.85,292.43,245.3,109.46,294.26,314.56,163.21,131.68,321.79,275.44,215.43,275.74,315.87,231.47,81.71,270.83,111.4,108.37,300.21,180.26,194.73,185.37,240.39,83.38,90.01,302.87,261.63,109.71,240.87,258.72,294.64,325.62,74.78,290.58,142.71,150.94,314.37,163.33,255.63,108.02,163.69,135.09,68.51,311.45,65.8,174.24,231.96,188.49,113.5,277.43,124.77,165.91,71.83,145.91,245.62,184.98,260.08,238.23,142.2,126.39,272.05,182.81,213.11,298.19,279.88,168.86,273.16,262.46,293.56,245.22,305.56,168.24,292.41,243.24,280.2,171.51,197.5,102.52,118.82,150.78,253.17,63.48,130.32,72.06,135.23,291.69,271.82,198.74,151.72,288.13
2018-01-28,162.78,309.34,274.75,306.54,103.41,136.96,321.32,276.58,275.42,189.73,193.24,288.04,299.0,94.63,322.92,298.09,177.71,100.91,304.69,255.76,246.45,289.53,306.33,224.06,89.38,255.43,118.78,107.55,302.43,234.97,186.87,258.91,240.6,82.13,99.32,326.21,258.94,104.79,257.03,255.48,251.07,306.76,94.81,292.72,149.02,115.52,313.04,140.21,253.34,139.59,174.71,132.01,136.3,258.76,123.58,200.88,198.1,187.4,110.51,306.1,121.25,175.42,48.53,155.51,248.79,195.12,278.0,232.31,147.19,129.0,272.52,171.72,243.96,320.0,288.05,170.19,286.05,201.15,315.32,263.01,323.04,178.33,296.33,320.83,298.08,179.86,346.13,107.79,90.64,149.31,223.89,108.09,122.49,85.36,176.23,373.88,282.85,220.63,143.86,307.94
2018-01-29,161.43,303.72,246.07,294.04,101.5,122.76,342.88,294.09,299.46,141.74,220.08,283.83,295.07,90.73,264.97,297.21,171.0,112.82,286.89,258.56,236.31,319.39,295.45,228.75,103.56,249.6,53.01,114.2,322.04,216.7,193.41,251.16,303.39,96.64,86.13,331.36,264.35,121.4,283.5,263.55,275.89,331.78,103.86,296.19,144.09,152.18,310.98,155.73,262.74,116.15,185.08,128.39,164.2,277.05,53.66,170.79,275.24,179.14,111.8,296.97,145.79,205.33,128.04,173.46,262.5,191.02,282.94,265.54,149.77,118.57,275.26,200.35,216.88,275.54,319.51,205.28,297.48,256.68,324.99,262.78,283.67,184.43,289.27,275.07,300.75,140.89,323.18,109.98,96.51,132.73,248.11,89.62,79.93,114.14,128.82,334.4,312.62,228.54,158.93,307.32
